Isci_ID,Isci_Yas,Isci_Egitim,Isci_Tecrube,Isci_Tercih_Alanlari,Isci_Sehir,Isci_Ilce,Isci_Beklenen_Ucret,Ilan_ID,Firma_Adi,Ilan_Is_Alani,Ilan_Sehir,Ilan_Ilce,Ilan_Egitim_Gereksinimi,Ilan_Tecrube_Sarti,Ilan_Yas_Siniri,Ilan_Cinsiyet,Ilan_Konaklama,Ilan_Sigorta,Ilan_Ucret,Uygunluk
isci_0118,34,Lise,2,"Limon Hasadı, Kiraz Hasadı, Toprak İşleme",Iğdır,Tuzluca,36868,ilan_0118,Firma_15,Toprak İşleme,Bitlis,Merkez,Ortaokul,7,27-54,Erkek,Var,Var,41743,0.6
isci_0119,36,Lise,20,"Sera Bakımı, Kiraz Hasadı, Çapa",Malatya,Doğanşehir,46232,ilan_0119,Firma_70,Çay Hasadı,Hakkari,Yüksekova,İlkokul,2,28-51,Erkek,Yok,Var,24393,0.5
isci_0120,46,Ortaokul,13,"Çay Hasadı, Kiraz Hasadı",Kırşehir,Merkez,43391,ilan_0120,Firma_48,Toprak İşleme,Çankırı,Ilgaz,İlkokul,3,29-40,Farketmez,Var,Var,19287,0.2
isci_0121,37,İlkokul,6,"Fidan Dikimi, Çay Hasadı, Çapa",Bingöl,Merkez,50878,ilan_0121,Firma_47,Fidan Dikimi,Şırnak,Merkez,Üniversite,10,18-59,Bayan,Var,Yok,50378,0.3
isci_0122,34,Lise,2,"Çay Hasadı, Ceviz Hasadı, Kiraz Hasadı",Denizli,Tavas,56493,ilan_0122,Firma_20,Kiraz Hasadı,Bolu,Merkez,Lise,6,19-53,Farketmez,Var,Var,55507,0.5
isci_0123,29,Ortaokul,0,Kayısı Hasadı,İzmir,Bornova,29190,ilan_0123,Firma_40,Ürün Hasadı,Gaziantep,Nizip,Ortaokul,8,18-46,Erkek,Var,Var,19192,0.5
isci_0124,34,Üniversite,20,"Pamuk Toplama, Limon Hasadı, Ceviz Hasadı",Bingöl,Karlıova,38112,ilan_0124,Firma_15,Çay Hasadı,Erzurum,Yakutiye,Üniversite,4,24-50,Bayan,Yok,Var,42462,1.0
isci_0125,40,Lise,2,"Elma Toplama, Sera Bakımı, Fidan Dikimi",Kilis,Musabeyli,20896,ilan_0125,Firma_11,Çay Hasadı,Ardahan,Çıldır,İlkokul,2,21-43,Erkek,Var,Var,37533,0.8
isci_0126,25,İlkokul,9,Sera Bakımı,Antalya,Kepez,43696,ilan_0126,Firma_39,Elma Toplama,Afyonkarahisar,Sandıklı,Lise,6,19-54,Bayan,Yok,Yok,49638,0.8
isci_0127,23,Üniversite,18,"Limon Hasadı, Fidan Dikimi, Ürün Hasadı",Bitlis,Ahlat,50196,ilan_0127,Firma_65,Toprak İşleme,Elazığ,Keban,Lise,2,20-41,Bayan,Yok,Var,36616,0.5
isci_0128,25,İlkokul,19,"Çapa, Fidan Dikimi",Kırşehir,Çiçekdağı,57339,ilan_0128,Firma_28,Ceviz Hasadı,Sinop,Ayancık,Ortaokul,5,23-55,Farketmez,Var,Var,59709,0.8
isci_0129,49,Lise,0,"Ceviz Hasadı, Çay Hasadı",Antalya,Konyaaltı,49724,ilan_0129,Firma_45,Çay Hasadı,Osmaniye,Merkez,Lise,7,18-42,Bayan,Var,Var,27798,0.2
isci_0130,35,Lise,7,Çay Hasadı,Şırnak,Cizre,19630,ilan_0130,Firma_83,Toprak İşleme,Malatya,Battalgazi,Lise,3,20-41,Bayan,Var,Yok,44793,1.0
isci_0131,35,Lise,7,"Elma Toplama, Fidan Dikimi",Kahramanmaraş,Onikişubat,36630,ilan_0131,Firma_61,Elma Toplama,Konya,Karatay,İlkokul,2,22-60,Bayan,Yok,Yok,35312,0.5
isci_0132,56,Ortaokul,15,Limon Hasadı,Muş,Merkez,22151,ilan_0132,Firma_78,Kayısı Hasadı,Giresun,Bulancak,Ortaokul,3,23-52,Bayan,Var,Yok,19793,0.4
isci_0133,19,Lise,18,"Ceviz Hasadı, Çapa, Elma Toplama",Aksaray,Eskil,19557,ilan_0133,Firma_68,Pamuk Toplama,Yozgat,Boğazlıyan,Üniversite,9,20-42,Erkek,Var,Var,26552,0.5
isci_0134,59,İlkokul,6,"Çay Hasadı, Elma Toplama",Karaman,Merkez,29092,ilan_0134,Firma_94,Fidan Dikimi,Giresun,Merkez,İlkokul,9,19-55,Farketmez,Yok,Yok,55549,0.5
isci_0135,48,İlkokul,20,"Ceviz Hasadı, Pamuk Toplama",Denizli,Pamukkale,39371,ilan_0135,Firma_6,Ürün Hasadı,Tekirdağ,Süleymanpaşa,İlkokul,8,26-55,Erkek,Var,Var,20323,0.7
isci_0136,20,Ortaokul,6,"Kiraz Hasadı, Ceviz Hasadı, Çay Hasadı",Çankırı,Ilgaz,28866,ilan_0136,Firma_85,Elma Toplama,Rize,Ardeşen,İlkokul,6,30-47,Farketmez,Yok,Var,45466,0.5
isci_0137,34,İlkokul,0,"Sera Bakımı, Elma Toplama",Karabük,Merkez,51054,ilan_0137,Firma_77,Sera Bakımı,İstanbul,Kadıköy,Üniversite,1,25-44,Bayan,Yok,Var,52905,0.6
isci_0138,42,İlkokul,17,Sera Bakımı,Elazığ,Keban,28034,ilan_0138,Firma_14,Kayısı Hasadı,Şanlıurfa,Eyyübiye,Lise,4,20-56,Erkek,Yok,Yok,45546,0.8
isci_0139,48,Ortaokul,14,"Çay Hasadı, Ceviz Hasadı, Fidan Dikimi",Düzce,Cumayeri,46715,ilan_0139,Firma_63,Elma Toplama,Ağrı,Doğubayazıt,Lise,8,29-43,Erkek,Yok,Var,29745,0.2
isci_0140,34,Ortaokul,20,Elma Toplama,Gaziantep,Nizip,24989,ilan_0140,Firma_53,Toprak İşleme,Çorum,Merkez,Üniversite,1,27-46,Farketmez,Yok,Yok,31353,0.8
isci_0141,21,İlkokul,8,"Kiraz Hasadı, Çay Hasadı",Tunceli,Merkez,22942,ilan_0141,Firma_9,Kayısı Hasadı,Kırşehir,Kaman,Lise,6,27-51,Farketmez,Yok,Var,38339,0.5
isci_0142,50,Lise,3,Pamuk Toplama,Kütahya,Merkez,36559,ilan_0142,Firma_11,Çay Hasadı,Nevşehir,Merkez,Lise,4,27-45,Erkek,Var,Yok,53571,0.5
isci_0143,33,İlkokul,14,"Elma Toplama, Ceviz Hasadı",Çorum,Alaca,22874,ilan_0143,Firma_82,Çapa,Bursa,Nilüfer,İlkokul,0,26-51,Farketmez,Yok,Yok,30728,1.0
isci_0144,46,Ortaokul,8,"Pamuk Toplama, Toprak İşleme, Limon Hasadı",Tokat,Erbaa,46546,ilan_0144,Firma_46,Kiraz Hasadı,Kırıkkale,Keskin,Üniversite,3,21-49,Erkek,Yok,Var,17755,0.5
isci_0145,32,Üniversite,9,Limon Hasadı,Tokat,Turhal,32102,ilan_0145,Firma_44,Kayısı Hasadı,Muğla,Bodrum,İlkokul,7,27-55,Bayan,Yok,Var,28929,0.5
isci_0146,30,İlkokul,5,"Çapa, Sera Bakımı, Çay Hasadı",İzmir,Karşıyaka,18465,ilan_0146,Firma_78,Toprak İşleme,Ankara,Çankaya,Lise,4,24-52,Erkek,Var,Yok,40589,0.8
isci_0147,31,İlkokul,6,Toprak İşleme,Samsun,Bafra,59001,ilan_0147,Firma_98,Elma Toplama,Ağrı,Merkez,Üniversite,3,28-53,Bayan,Yok,Var,52830,0.5
isci_0148,56,İlkokul,9,"Kayısı Hasadı, Kiraz Hasadı",Giresun,Bulancak,23042,ilan_0148,Firma_5,Ceviz Hasadı,Kayseri,Melikgazi,İlkokul,4,26-44,Farketmez,Var,Var,50063,0.7
isci_0149,56,Ortaokul,2,Çapa,Karabük,Eskipazar,17769,ilan_0149,Firma_63,Çapa,Isparta,Merkez,Ortaokul,1,18-41,Erkek,Var,Var,26186,0.7
isci_0150,24,Üniversite,6,"Limon Hasadı, Sera Bakımı, Toprak İşleme",Kırklareli,Lüleburgaz,19464,ilan_0150,Firma_87,Çay Hasadı,Batman,Merkez,Üniversite,10,20-56,Bayan,Yok,Var,34942,0.8
isci_0151,42,Lise,9,Elma Toplama,Diyarbakır,Bağlar,17803,ilan_0151,Firma_16,Limon Hasadı,Gümüşhane,Merkez,İlkokul,10,22-40,Bayan,Yok,Yok,46263,0.3
isci_0152,53,İlkokul,4,"Ceviz Hasadı, Ürün Hasadı, Pamuk Toplama",Giresun,Merkez,29404,ilan_0152,Firma_11,Toprak İşleme,Çorum,Alaca,İlkokul,2,20-55,Bayan,Yok,Yok,35904,1.0
isci_0153,41,Ortaokul,18,"Çay Hasadı, Kayısı Hasadı, Çapa",Osmaniye,Düziçi,38527,ilan_0153,Firma_47,Elma Toplama,Bitlis,Merkez,İlkokul,8,18-49,Bayan,Var,Yok,50683,0.8
isci_0154,41,Ortaokul,3,"Ürün Hasadı, Sera Bakımı, Fidan Dikimi",Hatay,Defne,34378,ilan_0154,Firma_54,Çapa,Çanakkale,Biga,Ortaokul,9,28-54,Farketmez,Var,Yok,34495,0.8
isci_0155,44,Lise,0,Çay Hasadı,Muğla,Fethiye,29277,ilan_0155,Firma_89,Sera Bakımı,Tunceli,Pülümür,Üniversite,1,19-44,Bayan,Yok,Var,20162,0.3
isci_0156,53,İlkokul,13,"Kayısı Hasadı, Limon Hasadı, Kiraz Hasadı",Osmaniye,Düziçi,36402,ilan_0156,Firma_50,Toprak İşleme,Düzce,Cumayeri,Ortaokul,6,30-54,Bayan,Var,Yok,58358,0.8
isci_0157,53,İlkokul,6,"Ürün Hasadı, Pamuk Toplama",Ağrı,Merkez,20272,ilan_0157,Firma_42,Kiraz Hasadı,Batman,Merkez,Üniversite,9,25-47,Erkek,Var,Yok,31523,0.3
isci_0158,28,Ortaokul,18,"Pamuk Toplama, Toprak İşleme, Çapa",Denizli,Pamukkale,23127,ilan_0158,Firma_92,Elma Toplama,Aksaray,Ortaköy,Üniversite,4,28-49,Bayan,Var,Var,29776,0.8
isci_0159,33,Lise,2,"Elma Toplama, Kayısı Hasadı, Ürün Hasadı",Afyonkarahisar,Sandıklı,28441,ilan_0159,Firma_7,Fidan Dikimi,Bitlis,Merkez,İlkokul,3,20-56,Bayan,Var,Var,22235,0.3
isci_0160,38,Lise,0,"Toprak İşleme, Elma Toplama",Mersin,Yenişehir,39464,ilan_0160,Firma_27,Pamuk Toplama,Batman,Beşiri,Ortaokul,9,28-52,Erkek,Yok,Yok,18816,0.3
isci_0161,34,İlkokul,4,"Elma Toplama, Sera Bakımı, Toprak İşleme",Eskişehir,Tepebaşı,43828,ilan_0161,Firma_26,Fidan Dikimi,Artvin,Merkez,Ortaokul,9,29-52,Bayan,Yok,Var,34257,0.3
isci_0162,55,Ortaokul,0,"Çapa, Fidan Dikimi",Siirt,Kurtalan,21646,ilan_0162,Firma_75,Çapa,Konya,Meram,Lise,8,21-52,Bayan,Var,Yok,43313,0.3
isci_0163,54,Ortaokul,6,Toprak İşleme,Konya,Meram,58708,ilan_0163,Firma_88,Toprak İşleme,Mardin,Artuklu,İlkokul,5,29-54,Bayan,Var,Yok,53417,0.5
isci_0164,26,Üniversite,11,"Fidan Dikimi, Ürün Hasadı",Çanakkale,Ezine,20247,ilan_0164,Firma_86,Toprak İşleme,Artvin,Hopa,Üniversite,2,21-60,Bayan,Var,Yok,20846,1.0
isci_0165,34,Ortaokul,0,Ceviz Hasadı,Sinop,Ayancık,48474,ilan_0165,Firma_43,Limon Hasadı,Adana,Seyhan,Ortaokul,6,26-56,Bayan,Var,Var,17591,0.5
isci_0166,36,Ortaokul,16,"Kayısı Hasadı, Limon Hasadı",Ordu,Fatsa,23874,ilan_0166,Firma_5,Sera Bakımı,Kırşehir,Kaman,Lise,6,25-55,Farketmez,Yok,Var,40787,0.8
isci_0167,33,Lise,9,Kayısı Hasadı,Çankırı,Merkez,43820,ilan_0167,Firma_42,Fidan Dikimi,Aksaray,Eskil,Lise,10,20-44,Farketmez,Yok,Var,35681,0.5
isci_0168,34,Üniversite,10,Kiraz Hasadı,Mardin,Artuklu,18000,ilan_0168,Firma_4,Toprak İşleme,Düzce,Akçakoca,Ortaokul,9,22-51,Bayan,Var,Yok,46167,0.8
isci_0169,42,Ortaokul,9,"Sera Bakımı, Fidan Dikimi, Elma Toplama",Siirt,Merkez,57860,ilan_0169,Firma_26,Limon Hasadı,Siirt,Pervari,İlkokul,10,27-42,Farketmez,Yok,Var,46329,0.3
isci_0170,58,Ortaokul,3,Kayısı Hasadı,Erzurum,Yakutiye,30943,ilan_0170,Firma_34,Sera Bakımı,Kahramanmaraş,Onikişubat,Ortaokul,6,25-46,Farketmez,Yok,Var,38223,0.5
isci_0171,40,Üniversite,18,"Ürün Hasadı, Çay Hasadı",Manisa,Şehzadeler,23860,ilan_0171,Firma_21,Çapa,Mersin,Toroslar,İlkokul,9,22-52,Bayan,Yok,Var,52371,0.8
isci_0172,23,İlkokul,9,Kiraz Hasadı,Aydın,Efeler,32319,ilan_0172,Firma_83,Kayısı Hasadı,Ardahan,Göle,İlkokul,4,26-51,Farketmez,Yok,Yok,34372,0.7
isci_0173,32,Lise,13,"Ceviz Hasadı, Sera Bakımı",Mersin,Yenişehir,47668,ilan_0173,Firma_79,Çay Hasadı,Antalya,Muratpaşa,İlkokul,2,20-50,Farketmez,Yok,Yok,30346,0.5
isci_0174,56,Lise,7,"Pamuk Toplama, Ürün Hasadı",Amasya,Suluova,25071,ilan_0174,Firma_68,Ceviz Hasadı,Kastamonu,Tosya,Ortaokul,3,21-56,Farketmez,Var,Var,31697,0.8
isci_0175,23,Üniversite,17,"Pamuk Toplama, Limon Hasadı",Kilis,Elbeyli,51022,ilan_0175,Firma_16,Ürün Hasadı,Niğde,Bor,Ortaokul,5,27-54,Erkek,Var,Yok,34955,0.2
isci_0176,23,Ortaokul,8,Fidan Dikimi,Kilis,Elbeyli,23389,ilan_0176,Firma_41,Limon Hasadı,Kırıkkale,Delice,İlkokul,5,29-51,Erkek,Var,Yok,41171,0.5
isci_0177,40,Lise,6,Sera Bakımı,Bolu,Merkez,36619,ilan_0177,Firma_47,Ürün Hasadı,Ağrı,Patnos,Ortaokul,2,25-47,Erkek,Var,Var,51928,0.8
isci_0178,42,Üniversite,2,"Kiraz Hasadı, Elma Toplama, Sera Bakımı",Düzce,Merkez,17742,ilan_0178,Firma_76,Elma Toplama,Ankara,Yenimahalle,Lise,2,20-47,Bayan,Var,Var,48046,0.8
isci_0179,51,İlkokul,0,"Toprak İşleme, Kiraz Hasadı",Osmaniye,Kadirli,37427,ilan_0179,Firma_42,Toprak İşleme,Kilis,Elbeyli,İlkokul,2,20-60,Bayan,Yok,Var,50222,0.8
isci_0180,26,Ortaokul,7,Fidan Dikimi,Batman,Hasankeyf,26266,ilan_0180,Firma_19,Ürün Hasadı,Osmaniye,Düziçi,Ortaokul,7,19-45,Farketmez,Yok,Var,49813,1.0
isci_0181,55,İlkokul,3,"Çay Hasadı, Ceviz Hasadı, Toprak İşleme",Balıkesir,Bandırma,41669,ilan_0181,Firma_22,Çay Hasadı,Tekirdağ,Kapaklı,Lise,9,30-59,Bayan,Var,Yok,20305,0.3
isci_0182,28,Lise,17,Fidan Dikimi,Kayseri,Kocasinan,55479,ilan_0182,Firma_23,Fidan Dikimi,Elazığ,Sivrice,Lise,3,21-42,Bayan,Var,Var,50870,0.7
isci_0183,30,Ortaokul,3,"Elma Toplama, Limon Hasadı, Sera Bakımı",Sinop,Merkez,27734,ilan_0183,Firma_20,Ceviz Hasadı,Eskişehir,Tepebaşı,Lise,2,19-42,Farketmez,Var,Var,43023,0.8
isci_0184,51,İlkokul,15,"Çapa, Elma Toplama",Elazığ,Merkez,19568,ilan_0184,Firma_55,Fidan Dikimi,Denizli,Pamukkale,İlkokul,1,23-49,Bayan,Var,Var,44439,0.7
isci_0185,23,İlkokul,4,"Limon Hasadı, Çapa, Kiraz Hasadı",Çanakkale,Biga,52134,ilan_0185,Firma_95,Çapa,Kırklareli,Lüleburgaz,İlkokul,2,28-40,Bayan,Yok,Yok,17382,0.4
isci_0186,40,Ortaokul,16,"Pamuk Toplama, Ceviz Hasadı, Çay Hasadı",Kahramanmaraş,Dulkadiroğlu,17735,ilan_0186,Firma_34,Çapa,Kırıkkale,Merkez,İlkokul,7,30-60,Farketmez,Yok,Var,29362,0.8
isci_0187,51,Ortaokul,19,"Çapa, Kayısı Hasadı, Çay Hasadı",Karaman,Merkez,34273,ilan_0187,Firma_96,Limon Hasadı,Diyarbakır,Kayapınar,İlkokul,10,22-44,Farketmez,Yok,Var,46666,0.5
isci_0188,27,Ortaokul,16,"Kiraz Hasadı, Çapa, Sera Bakımı",Samsun,Bafra,57714,ilan_0188,Firma_52,Sera Bakımı,İzmir,Konak,Üniversite,9,30-55,Erkek,Var,Var,57429,0.2
isci_0189,19,Üniversite,10,"Sera Bakımı, Ürün Hasadı, Ceviz Hasadı",Giresun,Merkez,57653,ilan_0189,Firma_59,Elma Toplama,Şanlıurfa,Haliliye,Üniversite,0,25-57,Erkek,Var,Var,28309,0.4
isci_0190,47,Ortaokul,10,Elma Toplama,Malatya,Yeşilyurt,47849,ilan_0190,Firma_75,Pamuk Toplama,Hatay,Antakya,İlkokul,6,19-54,Farketmez,Var,Var,30672,0.5
isci_0191,37,Lise,5,"Limon Hasadı, Çapa",Hakkari,Yüksekova,59917,ilan_0191,Firma_97,Ceviz Hasadı,Zonguldak,Merkez,Ortaokul,3,27-51,Bayan,Yok,Yok,58053,0.5
isci_0192,53,Lise,18,Pamuk Toplama,Adana,Seyhan,43472,ilan_0192,Firma_75,Limon Hasadı,Tunceli,Merkez,Ortaokul,5,18-49,Farketmez,Yok,Var,53983,0.5
isci_0193,40,Üniversite,13,"Limon Hasadı, Kayısı Hasadı, Çapa",Sakarya,Adapazarı,47954,ilan_0193,Firma_34,Elma Toplama,Rize,Merkez,Lise,7,21-47,Farketmez,Yok,Var,21628,0.5
isci_0194,55,Üniversite,2,"Elma Toplama, Pamuk Toplama",Aydın,Efeler,25360,ilan_0194,Firma_36,Ceviz Hasadı,Ordu,Altınordu,Ortaokul,2,27-48,Erkek,Var,Yok,52578,0.5
isci_0195,42,Üniversite,1,"Fidan Dikimi, Çapa",Gümüşhane,Kelkit,18314,ilan_0195,Firma_82,Çapa,Nevşehir,Avanos,İlkokul,10,18-51,Erkek,Yok,Yok,44488,0.6
isci_0196,60,Lise,18,"Elma Toplama, Fidan Dikimi, Çay Hasadı",Elazığ,Merkez,57349,ilan_0196,Firma_90,Kayısı Hasadı,Batman,Merkez,Üniversite,3,24-54,Bayan,Yok,Yok,47771,0.2
isci_0197,53,İlkokul,9,"Limon Hasadı, Çay Hasadı",Manisa,Şehzadeler,33798,ilan_0197,Firma_53,Limon Hasadı,Osmaniye,Kadirli,Üniversite,5,22-50,Erkek,Var,Var,26182,0.2
isci_0198,57,Lise,9,Ürün Hasadı,Adıyaman,Merkez,35914,ilan_0198,Firma_82,Pamuk Toplama,Zonguldak,Ereğli,Üniversite,2,26-42,Erkek,Yok,Var,40382,0.5
isci_0199,57,Üniversite,7,"Ürün Hasadı, Sera Bakımı",Elazığ,Sivrice,26988,ilan_0199,Firma_52,Sera Bakımı,Zonguldak,Merkez,Lise,10,18-41,Erkek,Var,Var,27805,0.3
isci_0200,22,İlkokul,10,"Toprak İşleme, Kayısı Hasadı",Giresun,Bulancak,40953,ilan_0200,Firma_14,Pamuk Toplama,Bitlis,Ahlat,Ortaokul,10,25-51,Erkek,Var,Var,34413,0.2
isci_0201,50,Ortaokul,15,"Fidan Dikimi, Ürün Hasadı",Bayburt,Aydıntepe,52610,ilan_0201,Firma_35,Çay Hasadı,Çankırı,Çerkeş,Lise,10,27-56,Erkek,Yok,Var,56821,0.8
isci_0202,23,Üniversite,7,Toprak İşleme,Giresun,Espiye,26672,ilan_0202,Firma_14,Kayısı Hasadı,Zonguldak,Kozlu,İlkokul,7,21-45,Erkek,Var,Var,54311,0.8
isci_0203,48,Lise,17,Kayısı Hasadı,Aksaray,Ortaköy,21857,ilan_0203,Firma_6,Kayısı Hasadı,Adıyaman,Besni,İlkokul,9,22-48,Farketmez,Yok,Var,46293,0.8
isci_0204,55,Üniversite,18,"Toprak İşleme, Kayısı Hasadı",Kütahya,Simav,55924,ilan_0204,Firma_18,Ceviz Hasadı,Yozgat,Sorgun,Üniversite,9,19-51,Bayan,Var,Yok,41773,0.4
isci_0205,39,Ortaokul,14,Fidan Dikimi,Hatay,İskenderun,52229,ilan_0205,Firma_1,Çapa,Antalya,Kepez,Ortaokul,3,20-52,Erkek,Yok,Yok,46650,0.7
isci_0206,51,Üniversite,19,"Sera Bakımı, Kiraz Hasadı",Sakarya,Serdivan,39431,ilan_0206,Firma_77,Kayısı Hasadı,Düzce,Merkez,Ortaokul,1,26-56,Erkek,Var,Var,40077,0.8
isci_0207,56,İlkokul,4,"Fidan Dikimi, Kiraz Hasadı",Gaziantep,Nizip,47450,ilan_0207,Firma_31,Pamuk Toplama,Kırşehir,Merkez,Lise,4,23-40,Farketmez,Var,Yok,57017,0.5
isci_0208,35,Üniversite,4,"Pamuk Toplama, Ceviz Hasadı",Amasya,Merkez,19629,ilan_0208,Firma_10,Pamuk Toplama,Şırnak,Merkez,Lise,5,29-58,Farketmez,Var,Yok,41749,0.6
isci_0209,19,Ortaokul,9,Ceviz Hasadı,Çanakkale,Biga,44783,ilan_0209,Firma_50,Kiraz Hasadı,Elazığ,Keban,Ortaokul,2,27-49,Farketmez,Var,Yok,31364,0.4
isci_0210,38,İlkokul,7,Limon Hasadı,Yozgat,Sorgun,24863,ilan_0210,Firma_92,Fidan Dikimi,Yozgat,Merkez,Lise,7,23-44,Bayan,Var,Var,54189,0.8
isci_0211,50,İlkokul,12,"Sera Bakımı, Limon Hasadı, Elma Toplama",Tunceli,Merkez,36165,ilan_0211,Firma_17,Fidan Dikimi,Karabük,Eskipazar,Üniversite,5,28-57,Bayan,Yok,Yok,19991,0.5
isci_0212,48,Lise,15,"Pamuk Toplama, Ceviz Hasadı, Kiraz Hasadı",Adıyaman,Merkez,37465,ilan_0212,Firma_81,Fidan Dikimi,Batman,Beşiri,Üniversite,1,28-51,Bayan,Var,Var,34949,0.5
isci_0213,42,İlkokul,18,Fidan Dikimi,Kırşehir,Merkez,35434,ilan_0213,Firma_4,Limon Hasadı,Tekirdağ,Kapaklı,Üniversite,4,18-42,Farketmez,Yok,Var,36534,0.8
isci_0214,51,Lise,15,Pamuk Toplama,Siirt,Pervari,55719,ilan_0214,Firma_38,Çapa,Kocaeli,İzmit,Lise,10,25-55,Bayan,Var,Var,43221,0.7
isci_0215,51,Ortaokul,15,"Kiraz Hasadı, Ürün Hasadı",Bayburt,Demirözü,28535,ilan_0215,Firma_31,Ürün Hasadı,Adana,Çukurova,Üniversite,1,19-58,Farketmez,Var,Var,55464,0.8
isci_0216,22,Ortaokul,11,"Ürün Hasadı, Kayısı Hasadı",Siirt,Kurtalan,34935,ilan_0216,Firma_63,Limon Hasadı,Burdur,Merkez,Lise,6,26-47,Farketmez,Var,Var,43698,0.5
isci_0217,19,İlkokul,4,Toprak İşleme,Eskişehir,Tepebaşı,29592,ilan_0217,Firma_61,Fidan Dikimi,Adıyaman,Merkez,İlkokul,0,20-50,Erkek,Yok,Var,32869,0.7
isci_0218,24,Üniversite,1,Çay Hasadı,Adıyaman,Besni,54109,ilan_0218,Firma_38,Ceviz Hasadı,Erzurum,Aziziye,Lise,6,22-46,Farketmez,Yok,Var,24071,0.3
isci_0219,53,Lise,9,"Çay Hasadı, Pamuk Toplama",Kütahya,Simav,34971,ilan_0219,Firma_50,Ceviz Hasadı,Diyarbakır,Kayapınar,Lise,10,25-41,Bayan,Var,Var,26873,0.2
isci_0220,59,Lise,11,"Toprak İşleme, Kayısı Hasadı",Bingöl,Solhan,43944,ilan_0220,Firma_62,Elma Toplama,İstanbul,Beşiktaş,İlkokul,0,28-40,Erkek,Var,Var,28668,0.2
isci_0221,48,Lise,11,Ürün Hasadı,Bayburt,Demirözü,26941,ilan_0221,Firma_99,Fidan Dikimi,Çorum,Merkez,Üniversite,10,22-46,Erkek,Var,Var,57141,0.5
isci_0222,19,İlkokul,3,"Sera Bakımı, Kiraz Hasadı",Çorum,Alaca,58918,ilan_0222,Firma_67,Çapa,Balıkesir,Bandırma,Lise,6,29-57,Erkek,Yok,Yok,39682,0.0
isci_0223,52,İlkokul,19,"Fidan Dikimi, Ceviz Hasadı",Kırklareli,Babaeski,56237,ilan_0223,Firma_60,Toprak İşleme,Kahramanmaraş,Dulkadiroğlu,Ortaokul,6,24-44,Erkek,Yok,Var,55710,0.2
isci_0224,50,Lise,14,Toprak İşleme,Karabük,Eskipazar,19656,ilan_0224,Firma_78,Elma Toplama,Mersin,Mezitli,Ortaokul,5,24-56,Bayan,Var,Var,24743,0.8
isci_0225,33,Lise,15,Fidan Dikimi,Balıkesir,Bandırma,54266,ilan_0225,Firma_89,Ürün Hasadı,Balıkesir,Bandırma,Lise,1,29-43,Bayan,Var,Yok,36082,0.7
isci_0226,41,Üniversite,18,"Çapa, Limon Hasadı",Muğla,Menteşe,56899,ilan_0226,Firma_33,Kayısı Hasadı,Iğdır,Tuzluca,İlkokul,5,24-53,Erkek,Yok,Var,29195,0.5
isci_0227,57,Ortaokul,18,Kayısı Hasadı,Osmaniye,Düziçi,22354,ilan_0227,Firma_25,Ürün Hasadı,Karaman,Ermenek,İlkokul,10,21-45,Erkek,Yok,Var,47554,0.5
isci_0228,23,Üniversite,1,Limon Hasadı,Kırklareli,Merkez,51519,ilan_0228,Firma_31,Elma Toplama,Çorum,Merkez,Lise,9,19-60,Bayan,Var,Var,43215,0.3
isci_0229,46,Ortaokul,15,"Kayısı Hasadı, Pamuk Toplama, Fidan Dikimi",Bartın,Kurucaşile,25574,ilan_0229,Firma_34,Fidan Dikimi,Burdur,Gölhisar,Ortaokul,10,25-44,Bayan,Yok,Var,53351,0.7
isci_0230,45,Lise,3,"Çapa, Kiraz Hasadı",Bolu,Mengen,23806,ilan_0230,Firma_68,Limon Hasadı,Amasya,Merzifon,Üniversite,7,30-53,Farketmez,Yok,Var,50516,0.6
isci_0231,31,Ortaokul,20,Çapa,Bartın,Kurucaşile,46847,ilan_0231,Firma_76,Toprak İşleme,Tokat,Merkez,Ortaokul,2,22-46,Bayan,Yok,Yok,29871,0.7
isci_0232,47,İlkokul,1,"Ceviz Hasadı, Kayısı Hasadı, Kiraz Hasadı",Kocaeli,İzmit,29616,ilan_0232,Firma_12,Toprak İşleme,Yozgat,Boğazlıyan,Üniversite,4,19-56,Bayan,Var,Yok,24613,0.3
isci_0233,29,Ortaokul,19,"Kiraz Hasadı, Limon Hasadı",Burdur,Merkez,49209,ilan_0233,Firma_74,Çay Hasadı,Diyarbakır,Sur,İlkokul,3,24-46,Farketmez,Var,Var,19229,0.5
isci_0234,45,Üniversite,6,Toprak İşleme,Çanakkale,Ezine,27229,ilan_0234,Firma_68,Ceviz Hasadı,Sinop,Boyabat,İlkokul,1,25-52,Farketmez,Var,Yok,50718,0.8
isci_0235,42,Ortaokul,18,"Çapa, Sera Bakımı",Bitlis,Tatvan,51639,ilan_0235,Firma_99,Elma Toplama,Mersin,Toroslar,Üniversite,2,23-44,Erkek,Yok,Yok,26051,0.5
isci_0236,47,Üniversite,17,"Çay Hasadı, Ürün Hasadı",Bolu,Gerede,55257,ilan_0236,Firma_42,Çay Hasadı,Karabük,Safranbolu,Üniversite,6,25-60,Farketmez,Yok,Yok,19886,0.7
isci_0237,36,Üniversite,18,Ceviz Hasadı,Bursa,Nilüfer,43602,ilan_0237,Firma_33,Limon Hasadı,Burdur,Merkez,İlkokul,1,20-56,Farketmez,Var,Var,21503,0.5
